,index,dt,AverageTemperature,AverageTemperatureUncertainty,day,month,year
1086,555966,1859-03-01,2.693,1.399,1,3,1859
1087,555967,1859-04-01,6.471,1.262,1,4,1859
1088,555968,1859-05-01,14.088,1.213,1,5,1859
1089,555969,1859-06-01,18.836,1.078,1,6,1859
1090,555970,1859-07-01,20.808000000000003,1.35,1,7,1859
1091,555971,1859-08-01,19.616,1.304,1,8,1859
1092,555972,1859-09-01,14.634,1.119,1,9,1859
1093,555973,1859-10-01,7.811,1.081,1,10,1859
1094,555974,1859-11-01,2.337,1.062,1,11,1859
1095,555975,1859-12-01,-5.518,1.5530000000000002,1,12,1859
1096,555976,1860-01-01,-3.784,1.5419999999999998,1,1,1860
1097,555977,1860-02-01,-2.008,1.386,1,2,1860
1098,555978,1860-03-01,3.3120000000000003,2.13,1,3,1860
1099,555979,1860-04-01,7.939,1.089,1,4,1860
1100,555980,1860-05-01,13.918,1.215,1,5,1860
1101,555981,1860-06-01,18.693,0.942,1,6,1860
1102,555982,1860-07-01,21.548,0.713,1,7,1860
1103,555983,1860-08-01,20.256,0.899,1,8,1860
1104,555984,1860-09-01,15.433,0.828,1,9,1860
1105,555985,1860-10-01,9.236,0.915,1,10,1860
1106,555986,1860-11-01,1.876,0.95,1,11,1860
1107,555987,1860-12-01,-3.448,1.35,1,12,1860
1108,555988,1861-01-01,-5.307,1.5759999999999998,1,1,1861
1109,555989,1861-02-01,-1.211,1.319,1,2,1861
1110,555990,1861-03-01,2.317,0.979,1,3,1861
1111,555991,1861-04-01,8.307,1.032,1,4,1861
1112,555992,1861-05-01,13.165,0.973,1,5,1861
1113,555993,1861-06-01,19.429,1.423,1,6,1861
1114,555994,1861-07-01,21.232,1.109,1,7,1861
1115,555995,1861-08-01,19.954,0.921,1,8,1861
1116,555996,1861-09-01,15.71,0.742,1,9,1861
1117,555997,1861-10-01,8.788,1.005,1,10,1861
1118,555998,1861-11-01,2.684,1.346,1,11,1861
1119,555999,1861-12-01,-1.262,1.406,1,12,1861
1120,556000,1862-01-01,-4.437,2.0780000000000003,1,1,1862
1121,556001,1862-02-01,-4.321000000000001,1.388,1,2,1862
1122,556002,1862-03-01,1.3259999999999998,1.002,1,3,1862
1123,556003,1862-04-01,6.7620000000000005,1.033,1,4,1862
1124,556004,1862-05-01,13.759,1.293,1,5,1862
1125,556005,1862-06-01,18.554,1.096,1,6,1862
1126,556006,1862-07-01,21.368,1.109,1,7,1862
1127,556007,1862-08-01,20.505,1.071,1,8,1862
1128,556008,1862-09-01,15.929,1.102,1,9,1862
1129,556009,1862-10-01,8.931000000000003,1.315,1,10,1862
1130,556010,1862-11-01,1.883,0.974,1,11,1862
1131,556011,1862-12-01,-1.6909999999999998,2.083,1,12,1862
1132,556012,1863-01-01,-2.595,2.361,1,1,1863
1133,556013,1863-02-01,-2.232,2.423,1,2,1863
1134,556014,1863-03-01,2.419,1.058,1,3,1863
1135,556015,1863-04-01,8.4,1.181,1,4,1863
1136,556016,1863-05-01,14.146,1.415,1,5,1863
1137,556017,1863-06-01,18.404,0.8809999999999999,1,6,1863
1138,556018,1863-07-01,21.136,0.936,1,7,1863
1139,556019,1863-08-01,19.922,0.972,1,8,1863
1140,556020,1863-09-01,15.775,0.725,1,9,1863
1141,556021,1863-10-01,7.412999999999999,0.863,1,10,1863
1142,556022,1863-11-01,1.683,1.342,1,11,1863
1143,556023,1863-12-01,-3.116,1.455,1,12,1863
1144,556024,1864-01-01,-4.711,1.604,1,1,1864
1145,556025,1864-02-01,-0.944,1.694,1,2,1864
1146,556026,1864-03-01,1.3609999999999998,1.172,1,3,1864
1147,556027,1864-04-01,7.272,1.109,1,4,1864
1148,556028,1864-05-01,14.569,0.95,1,5,1864
1149,556029,1864-06-01,19.062,1.308,1,6,1864
1150,556030,1864-07-01,21.837,1.151,1,7,1864
1151,556031,1864-08-01,20.748,1.366,1,8,1864
1152,556032,1864-09-01,16.122,1.236,1,9,1864
1153,556033,1864-10-01,7.545,1.023,1,10,1864
1154,556034,1864-11-01,1.575,1.453,1,11,1864
1155,556035,1864-12-01,-3.863,1.446,1,12,1864
1156,556036,1865-01-01,-4.758,1.217,1,1,1865
1157,556037,1865-02-01,-2.03,1.285,1,2,1865
1158,556038,1865-03-01,1.3059999999999998,1.063,1,3,1865
1159,556039,1865-04-01,7.276000000000002,1.235,1,4,1865
1160,556040,1865-05-01,14.495,1.001,1,5,1865
1161,556041,1865-06-01,19.625,0.976,1,6,1865
1162,556042,1865-07-01,20.81,1.311,1,7,1865
1163,556043,1865-08-01,20.363,1.111,1,8,1865
1164,556044,1865-09-01,17.28,0.705,1,9,1865
1165,556045,1865-10-01,8.857000000000001,0.949,1,10,1865
1166,556046,1865-11-01,3.4960000000000004,1.178,1,11,1865
1167,556047,1865-12-01,-4.772,1.5,1,12,1865
1168,556048,1866-01-01,-4.378,1.22,1,1,1866
1169,556049,1866-02-01,-2.927,1.505,1,2,1866
1170,556050,1866-03-01,1.614,1.213,1,3,1866
1171,556051,1866-04-01,8.654,1.073,1,4,1866
1172,556052,1866-05-01,13.259,1.306,1,5,1866
1173,556053,1866-06-01,18.236,0.877,1,6,1866
1174,556054,1866-07-01,21.679,0.913,1,7,1866
1175,556055,1866-08-01,19.507,1.031,1,8,1866
1176,556056,1866-09-01,14.729,0.838,1,9,1866
1177,556057,1866-10-01,9.139,0.914,1,10,1866
1178,556058,1866-11-01,3.008,1.123,1,11,1866
1179,556059,1866-12-01,-2.508,1.416,1,12,1866
1180,556060,1867-01-01,-4.7940000000000005,1.641,1,1,1867
1181,556061,1867-02-01,-1.556,1.181,1,2,1867
1182,556062,1867-03-01,-1.0100000000000002,1.114,1,3,1867
1183,556063,1867-04-01,7.772,1.45,1,4,1867
1184,556064,1867-05-01,12.576,0.889,1,5,1867
1185,556065,1867-06-01,19.347,1.182,1,6,1867
1186,556066,1867-07-01,21.011,1.139,1,7,1867
1187,556067,1867-08-01,20.424,0.943,1,8,1867
1188,556068,1867-09-01,16.492,1.089,1,9,1867
1189,556069,1867-10-01,9.517,0.8740000000000001,1,10,1867
1190,556070,1867-11-01,3.54,1.953,1,11,1867
1191,556071,1867-12-01,-1.211,2.023,1,12,1867
1192,556072,1868-01-01,-6.279,1.261,1,1,1868
1193,556073,1868-02-01,-2.536,1.651,1,2,1868
1194,556074,1868-03-01,3.702,1.097,1,3,1868
1195,556075,1868-04-01,7.401000000000002,1.236,1,4,1868
1196,556076,1868-05-01,13.762,1.157,1,5,1868
1197,556077,1868-06-01,18.911,0.8190000000000001,1,6,1868
1198,556078,1868-07-01,22.242,0.856,1,7,1868
1199,556079,1868-08-01,19.646,1.072,1,8,1868
1200,556080,1868-09-01,14.564,0.836,1,9,1868
1201,556081,1868-10-01,8.801,0.909,1,10,1868
1202,556082,1868-11-01,1.7040000000000002,1.188,1,11,1868
1203,556083,1868-12-01,-3.429,1.347,1,12,1868
1204,556084,1869-01-01,-2.7310000000000003,1.23,1,1,1869
1205,556085,1869-02-01,-1.941,1.494,1,2,1869
1206,556086,1869-03-01,1.265,1.277,1,3,1869
1207,556087,1869-04-01,7.326,1.774,1,4,1869
1208,556088,1869-05-01,13.682,1.265,1,5,1869
1209,556089,1869-06-01,18.377,0.642,1,6,1869
1210,556090,1869-07-01,21.268,0.748,1,7,1869
1211,556091,1869-08-01,20.645,0.606,1,8,1869
1212,556092,1869-09-01,15.604,0.6579999999999999,1,9,1869
1213,556093,1869-10-01,7.075,0.966,1,10,1869
1214,556094,1869-11-01,2.111,0.848,1,11,1869
1215,556095,1869-12-01,-2.946,1.068,1,12,1869
1216,556096,1870-01-01,-3.0850000000000004,1.253,1,1,1870
1217,556097,1870-02-01,-1.1760000000000002,1.064,1,2,1870
1218,556098,1870-03-01,0.74,0.853,1,3,1870
1219,556099,1870-04-01,8.493,0.764,1,4,1870
1220,556100,1870-05-01,14.711,0.838,1,5,1870
1221,556101,1870-06-01,19.418,1.236,1,6,1870
1222,556102,1870-07-01,22.188,1.016,1,7,1870
1223,556103,1870-08-01,19.771,0.696,1,8,1870
1224,556104,1870-09-01,16.215,0.72,1,9,1870
1225,556105,1870-10-01,9.304,1.099,1,10,1870
1226,556106,1870-11-01,3.3200000000000003,1.507,1,11,1870
1227,556107,1870-12-01,-3.945,1.077,1,12,1870
1228,556108,1871-01-01,-3.1930000000000005,1.127,1,1,1871
1229,556109,1871-02-01,-1.4269999999999998,1.689,1,2,1871
1230,556110,1871-03-01,2.889,1.151,1,3,1871
1231,556111,1871-04-01,8.361,0.735,1,4,1871
1232,556112,1871-05-01,14.448,0.684,1,5,1871
1233,556113,1871-06-01,19.791,0.537,1,6,1871
1234,556114,1871-07-01,21.367,0.946,1,7,1871
1235,556115,1871-08-01,20.67,0.805,1,8,1871
1236,556116,1871-09-01,15.505999999999998,0.93,1,9,1871
1237,556117,1871-10-01,9.436,0.902,1,10,1871
1238,556118,1871-11-01,0.444,0.992,1,11,1871
1239,556119,1871-12-01,-3.811,1.145,1,12,1871
1240,556120,1872-01-01,-4.727,2.024,1,1,1872
1241,556121,1872-02-01,-1.918,1.668,1,2,1872
1242,556122,1872-03-01,1.03,1.223,1,3,1872
1243,556123,1872-04-01,7.558000000000002,1.45,1,4,1872
1244,556124,1872-05-01,14.253,0.957,1,5,1872
1245,556125,1872-06-01,19.09,0.998,1,6,1872
1246,556126,1872-07-01,21.065,0.994,1,7,1872
1247,556127,1872-08-01,20.442,1.304,1,8,1872
1248,556128,1872-09-01,15.574000000000002,0.586,1,9,1872
1249,556129,1872-10-01,8.901,0.608,1,10,1872
1250,556130,1872-11-01,-0.3080000000000003,0.816,1,11,1872
1251,556131,1872-12-01,-4.9510000000000005,1.683,1,12,1872
1252,556132,1873-01-01,-5.1770000000000005,1.233,1,1,1873
1253,556133,1873-02-01,-2.979,1.3090000000000002,1,2,1873
1254,556134,1873-03-01,2.016,1.187,1,3,1873
1255,556135,1873-04-01,6.508000000000001,1.155,1,4,1873
1256,556136,1873-05-01,13.091,0.867,1,5,1873
1257,556137,1873-06-01,19.304,0.6629999999999999,1,6,1873
1258,556138,1873-07-01,21.429,0.836,1,7,1873
1259,556139,1873-08-01,20.443,0.693,1,8,1873
1260,556140,1873-09-01,15.390999999999998,0.7909999999999999,1,9,1873
1261,556141,1873-10-01,7.741,0.7509999999999999,1,10,1873
1262,556142,1873-11-01,2.115,0.706,1,11,1873
1263,556143,1873-12-01,-3.125,0.909,1,12,1873
1264,556144,1874-01-01,-3.2920000000000003,0.99,1,1,1874
1265,556145,1874-02-01,-2.593,0.664,1,2,1874
1266,556146,1874-03-01,1.5499999999999998,0.741,1,3,1874
1267,556147,1874-04-01,6.25,0.6659999999999999,1,4,1874
1268,556148,1874-05-01,15.054,0.745,1,5,1874
1269,556149,1874-06-01,19.671,0.978,1,6,1874
1270,556150,1874-07-01,22.079,0.591,1,7,1874
1271,556151,1874-08-01,21.06,0.762,1,8,1874
1272,556152,1874-09-01,15.986,0.569,1,9,1874
1273,556153,1874-10-01,9.605,0.723,1,10,1874
1274,556154,1874-11-01,1.937,0.708,1,11,1874
1275,556155,1874-12-01,-2.091,0.893,1,12,1874
1276,556156,1875-01-01,-7.57,0.987,1,1,1875
1277,556157,1875-02-01,-4.215999999999998,1.019,1,2,1875
1278,556158,1875-03-01,0.466,0.7709999999999999,1,3,1875
1279,556159,1875-04-01,6.622000000000001,0.727,1,4,1875
1280,556160,1875-05-01,14.171,0.7559999999999999,1,5,1875
1281,556161,1875-06-01,18.848,1.005,1,6,1875
1282,556162,1875-07-01,21.284,0.742,1,7,1875
1283,556163,1875-08-01,19.652,0.5529999999999999,1,8,1875
1284,556164,1875-09-01,15.357,0.618,1,9,1875
1285,556165,1875-10-01,9.277,0.578,1,10,1875
1286,556166,1875-11-01,1.04,0.93,1,11,1875
1287,556167,1875-12-01,-0.7349999999999999,0.655,1,12,1875
1288,556168,1876-01-01,-2.7440000000000007,0.772,1,1,1876
1289,556169,1876-02-01,-1.631,0.7829999999999999,1,2,1876
1290,556170,1876-03-01,0.0769999999999999,1.461,1,3,1876
1291,556171,1876-04-01,7.835000000000001,0.925,1,4,1876
1292,556172,1876-05-01,13.645,1.036,1,5,1876
1293,556173,1876-06-01,18.837,0.7509999999999999,1,6,1876
1294,556174,1876-07-01,21.524,0.915,1,7,1876
1295,556175,1876-08-01,20.152,0.81,1,8,1876
1296,556176,1876-09-01,15.397,0.8009999999999999,1,9,1876
1297,556177,1876-10-01,8.513,0.902,1,10,1876
1298,556178,1876-11-01,1.137,0.957,1,11,1876
1299,556179,1876-12-01,-5.553999999999999,1.042,1,12,1876
1300,556180,1877-01-01,-4.87,1.266,1,1,1877
1301,556181,1877-02-01,-0.304,1.038,1,2,1877
1302,556182,1877-03-01,2.376,0.642,1,3,1877
1303,556183,1877-04-01,7.495000000000001,1.021,1,4,1877
1304,556184,1877-05-01,13.429,0.645,1,5,1877
1305,556185,1877-06-01,18.373,1.809,1,6,1877
1306,556186,1877-07-01,21.461,0.764,1,7,1877
1307,556187,1877-08-01,20.481,0.8340000000000001,1,8,1877
1308,556188,1877-09-01,15.97,0.741,1,9,1877
1309,556189,1877-10-01,8.736,0.955,1,10,1877
1310,556190,1877-11-01,1.821,1.275,1,11,1877
1311,556191,1877-12-01,-0.609,1.807,1,12,1877
1312,556192,1878-01-01,-3.3840000000000003,1.234,1,1,1878
1313,556193,1878-02-01,-0.5549999999999999,1.304,1,2,1878
1314,556194,1878-03-01,5.106999999999998,0.98,1,3,1878
1315,556195,1878-04-01,9.132,0.8009999999999999,1,4,1878
1316,556196,1878-05-01,13.288,0.759,1,5,1878
1317,556197,1878-06-01,18.674,0.917,1,6,1878
1318,556198,1878-07-01,22.029,0.843,1,7,1878
1319,556199,1878-08-01,21.152,0.861,1,8,1878
1320,556200,1878-09-01,15.402,0.642,1,9,1878
1321,556201,1878-10-01,8.618,0.657,1,10,1878
1322,556202,1878-11-01,3.23,0.906,1,11,1878
1323,556203,1878-12-01,-4.487,1.378,1,12,1878
1324,556204,1879-01-01,-4.7410000000000005,0.918,1,1,1879
1325,556205,1879-02-01,-2.352,1.024,1,2,1879
1326,556206,1879-03-01,4.006,0.792,1,3,1879
1327,556207,1879-04-01,8.311,1.088,1,4,1879
1328,556208,1879-05-01,14.541,1.063,1,5,1879
1329,556209,1879-06-01,18.569000000000003,0.887,1,6,1879
1330,556210,1879-07-01,21.696,1.132,1,7,1879
1331,556211,1879-08-01,19.854,0.945,1,8,1879
1332,556212,1879-09-01,15.429,0.682,1,9,1879
1333,556213,1879-10-01,10.308,0.901,1,10,1879
1334,556214,1879-11-01,2.1790000000000003,0.8440000000000001,1,11,1879
1335,556215,1879-12-01,-3.6010000000000004,1.22,1,12,1879
1336,556216,1880-01-01,-1.0400000000000005,1.197,1,1,1880
1337,556217,1880-02-01,-2.064,0.918,1,2,1880
1338,556218,1880-03-01,1.101,1.218,1,3,1880
1339,556219,1880-04-01,7.747999999999999,0.715,1,4,1880
1340,556220,1880-05-01,14.862,0.815,1,5,1880
1341,556221,1880-06-01,18.939,0.812,1,6,1880
1342,556222,1880-07-01,20.85,0.789,1,7,1880
1343,556223,1880-08-01,19.773,0.87,1,8,1880
1344,556224,1880-09-01,15.112,1.004,1,9,1880
1345,556225,1880-10-01,8.209,1.075,1,10,1880
1346,556226,1880-11-01,-1.399,1.811,1,11,1880
1347,556227,1880-12-01,-4.767,1.461,1,12,1880
1348,556228,1881-01-01,-6.51,1.565,1,1,1881
1349,556229,1881-02-01,-2.688,1.4280000000000002,1,2,1881
1350,556230,1881-03-01,1.906,1.3130000000000002,1,3,1881
1351,556231,1881-04-01,7.926,0.8740000000000001,1,4,1881
1352,556232,1881-05-01,15.011,0.7,1,5,1881
1353,556233,1881-06-01,19.178,0.925,1,6,1881
1354,556234,1881-07-01,21.669,0.483,1,7,1881
1355,556235,1881-08-01,21.06,0.59,1,8,1881
1356,556236,1881-09-01,16.254,0.527,1,9,1881
1357,556237,1881-10-01,9.491,0.479,1,10,1881
1358,556238,1881-11-01,1.372,0.626,1,11,1881
1359,556239,1881-12-01,-0.9469999999999998,0.991,1,12,1881
1360,556240,1882-01-01,-3.498,0.862,1,1,1882
1361,556241,1882-02-01,-1.097,0.875,1,2,1882
1362,556242,1882-03-01,2.623,0.7959999999999999,1,3,1882
1363,556243,1882-04-01,7.622000000000001,0.685,1,4,1882
1364,556244,1882-05-01,12.545,0.552,1,5,1882
1365,556245,1882-06-01,18.541,0.565,1,6,1882
1366,556246,1882-07-01,20.368,0.445,1,7,1882
1367,556247,1882-08-01,20.066,0.535,1,8,1882
1368,556248,1882-09-01,15.52,0.447,1,9,1882
1369,556249,1882-10-01,9.383,0.466,1,10,1882
1370,556250,1882-11-01,1.544,0.83,1,11,1882
1371,556251,1882-12-01,-3.178,0.507,1,12,1882
1372,556252,1883-01-01,-6.158,0.606,1,1,1883
1373,556253,1883-02-01,-3.898,1.123,1,2,1883
1374,556254,1883-03-01,2.093,0.725,1,3,1883
1375,556255,1883-04-01,7.540000000000001,0.6679999999999999,1,4,1883
1376,556256,1883-05-01,12.981,0.6509999999999999,1,5,1883
1377,556257,1883-06-01,19.05,0.507,1,6,1883
1378,556258,1883-07-01,20.922,0.8270000000000001,1,7,1883
1379,556259,1883-08-01,19.683,0.539,1,8,1883
1380,556260,1883-09-01,15.497,0.493,1,9,1883
1381,556261,1883-10-01,8.266,0.48,1,10,1883
1382,556262,1883-11-01,1.734,0.635,1,11,1883
1383,556263,1883-12-01,-2.403,0.569,1,12,1883
1384,556264,1884-01-01,-5.94,0.529,1,1,1884
1385,556265,1884-02-01,-3.4760000000000004,0.669,1,2,1884
1386,556266,1884-03-01,1.916,0.655,1,3,1884
1387,556267,1884-04-01,7.229000000000001,0.665,1,4,1884
1388,556268,1884-05-01,13.78,0.5479999999999999,1,5,1884
1389,556269,1884-06-01,18.677,0.508,1,6,1884
1390,556270,1884-07-01,20.645,0.481,1,7,1884
1391,556271,1884-08-01,19.639,0.639,1,8,1884
1392,556272,1884-09-01,15.802,0.5710000000000001,1,9,1884
1393,556273,1884-10-01,9.469,0.7020000000000001,1,10,1884
1394,556274,1884-11-01,2.307,0.529,1,11,1884
1395,556275,1884-12-01,-4.552,1.038,1,12,1884
1396,556276,1885-01-01,-6.103,0.8170000000000001,1,1,1885
1397,556277,1885-02-01,-4.119,0.672,1,2,1885
1398,556278,1885-03-01,1.775,0.7020000000000001,1,3,1885
1399,556279,1885-04-01,8.417,0.461,1,4,1885
1400,556280,1885-05-01,13.598,0.406,1,5,1885
1401,556281,1885-06-01,18.295,0.426,1,6,1885
1402,556282,1885-07-01,21.241,0.593,1,7,1885
1403,556283,1885-08-01,19.644,0.65,1,8,1885
1404,556284,1885-09-01,15.656,0.413,1,9,1885
1405,556285,1885-10-01,8.602,0.584,1,10,1885
1406,556286,1885-11-01,2.767,0.564,1,11,1885
1407,556287,1885-12-01,-1.872,0.778,1,12,1885
1408,556288,1886-01-01,-7.581,1.14,1,1,1886
1409,556289,1886-02-01,-2.065,1.008,1,2,1886
1410,556290,1886-03-01,1.17,0.547,1,3,1886
1411,556291,1886-04-01,8.099,0.5660000000000001,1,4,1886
1412,556292,1886-05-01,14.96,0.51,1,5,1886
1413,556293,1886-06-01,18.672,0.447,1,6,1886
1414,556294,1886-07-01,21.862,0.562,1,7,1886
1415,556295,1886-08-01,20.64,0.489,1,8,1886
1416,556296,1886-09-01,15.755,0.5,1,9,1886
1417,556297,1886-10-01,9.223,0.74,1,10,1886
1418,556298,1886-11-01,0.8280000000000001,0.8029999999999999,1,11,1886
1419,556299,1886-12-01,-3.381,0.953,1,12,1886
1420,556300,1887-01-01,-5.627000000000002,1.077,1,1,1887
1421,556301,1887-02-01,-3.27,1.113,1,2,1887
1422,556302,1887-03-01,2.608,0.7509999999999999,1,3,1887
1423,556303,1887-04-01,7.865,0.728,1,4,1887
1424,556304,1887-05-01,14.755,0.604,1,5,1887
1425,556305,1887-06-01,18.888,0.47,1,6,1887
1426,556306,1887-07-01,21.419,0.785,1,7,1887
1427,556307,1887-08-01,19.511,0.617,1,8,1887
1428,556308,1887-09-01,15.661,0.588,1,9,1887
1429,556309,1887-10-01,8.152999999999999,0.603,1,10,1887
1430,556310,1887-11-01,2.029,0.784,1,11,1887
1431,556311,1887-12-01,-4.269,1.09,1,12,1887
1432,556312,1888-01-01,-7.093,1.002,1,1,1888
1433,556313,1888-02-01,-1.344,1.008,1,2,1888
1434,556314,1888-03-01,0.2989999999999999,0.755,1,3,1888
1435,556315,1888-04-01,8.676,0.873,1,4,1888
1436,556316,1888-05-01,12.962,0.517,1,5,1888
1437,556317,1888-06-01,18.356,0.6559999999999999,1,6,1888
1438,556318,1888-07-01,21.189,0.552,1,7,1888
1439,556319,1888-08-01,19.89,0.593,1,8,1888
1440,556320,1888-09-01,15.946,0.569,1,9,1888
1441,556321,1888-10-01,8.729000000000001,0.6679999999999999,1,10,1888
1442,556322,1888-11-01,1.912,0.767,1,11,1888
1443,556323,1888-12-01,-1.4480000000000002,0.787,1,12,1888
1444,556324,1889-01-01,-3.82,0.774,1,1,1889
1445,556325,1889-02-01,-3.2460000000000004,0.7709999999999999,1,2,1889
1446,556326,1889-03-01,3.852,0.723,1,3,1889
1447,556327,1889-04-01,9.301,0.622,1,4,1889
1448,556328,1889-05-01,13.795,0.586,1,5,1889
1449,556329,1889-06-01,18.335,0.5379999999999999,1,6,1889
1450,556330,1889-07-01,21.122,0.516,1,7,1889
1451,556331,1889-08-01,20.037,0.589,1,8,1889
1452,556332,1889-09-01,14.91,0.662,1,9,1889
1453,556333,1889-10-01,8.95,0.565,1,10,1889
1454,556334,1889-11-01,1.5619999999999998,0.818,1,11,1889
1455,556335,1889-12-01,0.7789999999999999,0.992,1,12,1889
1456,556336,1890-01-01,-4.113,0.8190000000000001,1,1,1890
1457,556337,1890-02-01,-1.66,1.01,1,2,1890
1458,556338,1890-03-01,1.269,0.951,1,3,1890
1459,556339,1890-04-01,8.042,0.78,1,4,1890
1460,556340,1890-05-01,13.593,0.747,1,5,1890
1461,556341,1890-06-01,18.823,0.555,1,6,1890
1462,556342,1890-07-01,21.513,0.523,1,7,1890
1463,556343,1890-08-01,19.4,0.5489999999999999,1,8,1890
1464,556344,1890-09-01,15.342,0.568,1,9,1890
1465,556345,1890-10-01,8.636000000000001,0.595,1,10,1890
1466,556346,1890-11-01,3.319,0.703,1,11,1890
1467,556347,1890-12-01,-1.454,1.013,1,12,1890
1468,556348,1891-01-01,-2.881,1.106,1,1,1891
1469,556349,1891-02-01,-2.78,1.009,1,2,1891
1470,556350,1891-03-01,0.29,0.8340000000000001,1,3,1891
1471,556351,1891-04-01,8.32,0.6809999999999999,1,4,1891
1472,556352,1891-05-01,13.192,0.649,1,5,1891
1473,556353,1891-06-01,18.06,0.588,1,6,1891
1474,556354,1891-07-01,20.225,0.606,1,7,1891
1475,556355,1891-08-01,19.923,0.631,1,8,1891
1476,556356,1891-09-01,16.369,0.627,1,9,1891
1477,556357,1891-10-01,8.834,0.741,1,10,1891
1478,556358,1891-11-01,1.817,0.958,1,11,1891
1479,556359,1891-12-01,-1.5679999999999998,1.069,1,12,1891
1480,556360,1892-01-01,-5.101,1.152,1,1,1892
1481,556361,1892-02-01,-1.033,1.179,1,2,1892
1482,556362,1892-03-01,1.474,1.196,1,3,1892
1483,556363,1892-04-01,7.081,0.953,1,4,1892
1484,556364,1892-05-01,12.593,0.856,1,5,1892
1485,556365,1892-06-01,18.433,0.718,1,6,1892
1486,556366,1892-07-01,20.737,0.672,1,7,1892
1487,556367,1892-08-01,20.024,0.685,1,8,1892
1488,556368,1892-09-01,16.179000000000002,0.534,1,9,1892
1489,556369,1892-10-01,9.484,0.42,1,10,1892
1490,556370,1892-11-01,1.4269999999999998,0.69,1,11,1892
1491,556371,1892-12-01,-3.162,0.794,1,12,1892
1492,556372,1893-01-01,-5.757000000000001,0.665,1,1,1893
1493,556373,1893-02-01,-2.849,0.465,1,2,1893
1494,556374,1893-03-01,1.412,0.327,1,3,1893
1495,556375,1893-04-01,7.742000000000001,0.461,1,4,1893
1496,556376,1893-05-01,13.375,0.401,1,5,1893
1497,556377,1893-06-01,18.767,0.48,1,6,1893
1498,556378,1893-07-01,21.334,0.444,1,7,1893
1499,556379,1893-08-01,19.772,0.465,1,8,1893
1500,556380,1893-09-01,15.69,0.451,1,9,1893
1501,556381,1893-10-01,8.731,0.396,1,10,1893
1502,556382,1893-11-01,1.445,0.279,1,11,1893
1503,556383,1893-12-01,-1.61,0.614,1,12,1893
1504,556384,1894-01-01,-4.3530000000000015,0.522,1,1,1894
1505,556385,1894-02-01,-4.817,0.731,1,2,1894
1506,556386,1894-03-01,3.062,0.971,1,3,1894
1507,556387,1894-04-01,8.001000000000001,0.614,1,4,1894
1508,556388,1894-05-01,13.822,0.403,1,5,1894
1509,556389,1894-06-01,18.301,0.302,1,6,1894
1510,556390,1894-07-01,21.031,0.288,1,7,1894
1511,556391,1894-08-01,20.264,0.496,1,8,1894
1512,556392,1894-09-01,15.808,0.397,1,9,1894
1513,556393,1894-10-01,9.29,0.311,1,10,1894
1514,556394,1894-11-01,2.64,0.493,1,11,1894
1515,556395,1894-12-01,-1.4480000000000002,0.58,1,12,1894
1516,556396,1895-01-01,-5.412999999999999,0.64,1,1,1895
1517,556397,1895-02-01,-5.196000000000001,0.521,1,2,1895
1518,556398,1895-03-01,1.745,0.352,1,3,1895
1519,556399,1895-04-01,8.433,0.52,1,4,1895
1520,556400,1895-05-01,13.669,0.362,1,5,1895
1521,556401,1895-06-01,18.158,0.369,1,6,1895
1522,556402,1895-07-01,20.119,0.251,1,7,1895
1523,556403,1895-08-01,19.95,0.317,1,8,1895
1524,556404,1895-09-01,16.125,0.411,1,9,1895
1525,556405,1895-10-01,8.107999999999999,0.311,1,10,1895
1526,556406,1895-11-01,1.6880000000000002,0.295,1,11,1895
1527,556407,1895-12-01,-3.218,0.482,1,12,1895
1528,556408,1896-01-01,-3.884,0.578,1,1,1896
1529,556409,1896-02-01,-2.2880000000000003,0.346,1,2,1896
1530,556410,1896-03-01,0.971,0.409,1,3,1896
1531,556411,1896-04-01,8.177,0.48,1,4,1896
1532,556412,1896-05-01,14.405,0.275,1,5,1896
1533,556413,1896-06-01,19.081,0.358,1,6,1896
1534,556414,1896-07-01,21.129,0.311,1,7,1896
1535,556415,1896-08-01,20.261,0.448,1,8,1896
1536,556416,1896-09-01,15.377,0.287,1,9,1896
1537,556417,1896-10-01,8.75,0.419,1,10,1896
1538,556418,1896-11-01,1.287,0.5760000000000001,1,11,1896
1539,556419,1896-12-01,-1.463,0.358,1,12,1896
1540,556420,1897-01-01,-4.413,0.518,1,1,1897
1541,556421,1897-02-01,-1.787,0.439,1,2,1897
1542,556422,1897-03-01,0.6639999999999999,0.525,1,3,1897
1543,556423,1897-04-01,7.790000000000001,0.429,1,4,1897
1544,556424,1897-05-01,14.078,0.33,1,5,1897
1545,556425,1897-06-01,18.58,0.507,1,6,1897
1546,556426,1897-07-01,20.935,0.285,1,7,1897
1547,556427,1897-08-01,19.989,0.332,1,8,1897
1548,556428,1897-09-01,16.422,0.353,1,9,1897
1549,556429,1897-10-01,9.505,0.448,1,10,1897
1550,556430,1897-11-01,2.6260000000000003,0.626,1,11,1897
1551,556431,1897-12-01,-2.7110000000000003,0.695,1,12,1897
1552,556432,1898-01-01,-3.4800000000000004,0.718,1,1,1898
1553,556433,1898-02-01,-1.571,0.309,1,2,1898
1554,556434,1898-03-01,3.1060000000000003,0.682,1,3,1898
1555,556435,1898-04-01,8.038,0.378,1,4,1898
1556,556436,1898-05-01,13.262,0.399,1,5,1898
1557,556437,1898-06-01,18.922,0.441,1,6,1898
